time,cpu_%,mem_MB,disk_MB
10:08:15,2.36,12270,131605
10:08:16,2.36,12261,131605
10:08:17,2.36,12262,131605
10:08:18,2.36,12259,131603
10:08:19,2.36,12308,131607
10:08:20,2.42,12312,131607
10:08:21,2.42,12313,131607
10:08:22,2.42,12322,131607
10:08:23,2.42,12305,131608
10:08:24,2.42,12243,131610
10:08:26,2.62,12244,131610
10:08:27,2.62,12244,131610
10:08:28,2.62,12245,131610
10:08:29,2.62,12233,131610
